CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID
"383.03","2",Bronx,"038303","2038303",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038303"
"399.02","2",Bronx,"039902","2039902",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005039902"
"236","1",Manhattan,"023600","1023600",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023600"
"63.01","2",Bronx,"006301","2006301",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006301"
"21","5",Staten Island,"002100","5002100",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002100"
"46","3",Brooklyn,"004600","3004600",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004600"
"9901","5",Staten Island,"990100","5990100",I,Hoffman & Swinburne Islands,SI9591,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085990100"
"1","2",Bronx,"000100","2000100",I,Rikers Island,QN0151,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36005000100"
"929","4",Queens,"092900","4092900",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081092900"
"99","4",Queens,"009900","4009900",I,Astoria Park,QN0191,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009900"
"240","1",Manhattan,"024000","1024000",I,Randall's Island,MN1191,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024000"
"215.02","2",Bronx,"021502","2021502",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021502"
"217","2",Bronx,"021700","2021700",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021700"
"142.02","4",Queens,"014202","4014202",I,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014202"
"144","4",Queens,"014400","4014400",I,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014400"
"954","4",Queens,"095400","4095400",E,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081095400"
"964","4",Queens,"096400","4096400",I,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081096400"
"42","1",Manhattan,"004200","1004200",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004200"
"57","1",Manhattan,"005700","1005700",I,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005700"
"243","4",Queens,"024300","4024300",E,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024300"
"513","4",Queens,"051300","4051300",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081051300"
"517","4",Queens,"051700","4051700",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081051700"
"531","4",Queens,"053100","4053100",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053100"
"942.02","4",Queens,"094202","4094202",E,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081094202"
"942.03","4",Queens,"094203","4094203",E,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081094203"
"409.01","4",Queens,"040901","4040901",E,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040901"
"409.02","4",Queens,"040902","4040902",E,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040902"
"15.01","3",Brooklyn,"001501","3001501",E,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501"
"225","1",Manhattan,"022500","1022500",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022500"
"229","1",Manhattan,"022900","1022900",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022900"
"998.02","4",Queens,"099802","4099802",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081099802"
"992","4",Queens,"099200","4099200",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081099200"
"500","4",Queens,"050000","4050000",E,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050000"
"502.01","4",Queens,"050201","4050201",I,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050201"
"161","2",Bronx,"016100","2016100",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016100"
"163","2",Bronx,"016300","2016300",I,Crotona Park,BX0391,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016300"
"645","4",Queens,"064500","4064500",E,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081064500"
"23","3",Brooklyn,"002300","3002300",E,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300"
"203","3",Brooklyn,"020300","3020300",I,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020300"
"399.01","4",Queens,"039901","4039901",E,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081039901"
"85","2",Bronx,"008500","2008500",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008500"
"83","2",Bronx,"008300","2008300",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008300"
"93.01","2",Bronx,"009301","2009301",E,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005009301"
"93.02","2",Bronx,"009302","2009302",I,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005009302"
"228.02","5",Staten Island,"022802","5022802",I,Freshkills Park (North),SI0291,SI02,SI02 Mid-Island (CD 2 Approximation),"36085022802"
"19.02","2",Bronx,"001902","2001902",I,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001902"
"491","3",Brooklyn,"049100","3049100",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049100"
"507","3",Brooklyn,"050700","3050700",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050700"
"60","2",Bronx,"006000","2006000",I,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005006000"
"157","2",Bronx,"015700","2015700",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015700"
"168","3",Brooklyn,"016800","3016800",I,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047016800"
"213.01","2",Bronx,"021301","2021301",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021301"
"211","2",Bronx,"021100","2021100",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021100"
"4","2",Bronx,"000400","2000400",I,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005000400"
"84","2",Bronx,"008400","2008400",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005008400"
"440","4",Queens,"044000","4044000",E,South Jamaica,QN1202,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081044000"
"18.01","3",Brooklyn,"001801","3001801",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001801"
"18.02","3",Brooklyn,"001802","3001802",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001802"
"205.02","2",Bronx,"020502","2020502",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005020502"
"2.01","1",Manhattan,"000201","1000201",E,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000201"
"6","1",Manhattan,"000600","1000600",E,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000600"
"537","3",Brooklyn,"053700","3053700",I,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053700"
"539","3",Brooklyn,"053900","3053900",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053900"
"328","3",Brooklyn,"032800","3032800",E,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047032800"
"330","3",Brooklyn,"033000","3033000",E,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047033000"
"622","3",Brooklyn,"062200","3062200",E,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062200"
"29.01","3",Brooklyn,"002901","3002901",E,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002901"
"211","3",Brooklyn,"021100","3021100",I,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047021100"
"138","3",Brooklyn,"013800","3013800",E,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013800"
"134","3",Brooklyn,"013400","3013400",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013400"
"136","3",Brooklyn,"013600","3013600",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013600"
"1479","4",Queens,"147900","4147900",I,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081147900"
"1507.01","4",Queens,"150701","4150701",I,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081150701"
"561","3",Brooklyn,"056100","3056100",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056100"
"569","3",Brooklyn,"056900","3056900",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056900"
"348","2",Bronx,"034800","2034800",E,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034800"
"462.03","2",Bronx,"046203","2046203",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046203"
"504","2",Bronx,"050400","2050400",I,Pelham Bay Park,BX2891,BX28,BX28 Pelham Bay Park (JIA 28 Approximation),"36005050400"
"607.01","4",Queens,"060701","4060701",I,Mount Olivet & All Faiths Cemeteries,QN0571,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060701"
"427","3",Brooklyn,"042700","3042700",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042700"
"453","3",Brooklyn,"045300","3045300",I,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047045300"
"302.01","2",Bronx,"030201","2030201",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030201"
"702.01","3",Brooklyn,"070201","3070201",I,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070201"
"706.02","3",Brooklyn,"070602","3070602",I,McGuire Fields,BK1892,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070602"
"1028.02","3",Brooklyn,"102802","3102802",I,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102802"
"1034.02","3",Brooklyn,"103402","3103402",I,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047103402"
"207.01","5",Staten Island,"020701","5020701",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085020701"
"213","5",Staten Island,"021300","5021300",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085021300"
"219","3",Brooklyn,"021900","3021900",I,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021900"
"317.02","3",Brooklyn,"031702","3031702",I,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031702"
"616.01","4",Queens,"061601","4061601",I,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061601"
"616.02","4",Queens,"061602","4061602",I,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061602"
"7","3",Brooklyn,"000700","3000700",I,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000700"
"982","3",Brooklyn,"098200","3098200",E,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047098200"
"1104","3",Brooklyn,"110400","3110400",I,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047110400"
"711","4",Queens,"071100","4071100",I,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081071100"
"375.01","4",Queens,"037501","4037501",E,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081037501"
"375.02","4",Queens,"037502","4037502",E,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037502"
"273.01","4",Queens,"027301","4027301",E,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027301"
"465","4",Queens,"046500","4046500",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046500"
"116","1",Manhattan,"011600","1011600",I,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011600"
"124","1",Manhattan,"012400","1012400",I,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012400"
"163","1",Manhattan,"016300","1016300",I,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016300"
"167","1",Manhattan,"016700","1016700",I,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016700"
"1176.02","3",Brooklyn,"117602","3117602",E,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117602"
"1184","3",Brooklyn,"118400","3118400",E,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118400"
"201","2",Bronx,"020100","2020100",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005020100"
"205.01","2",Bronx,"020501","2020501",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005020501"
"387","2",Bronx,"038700","2038700",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038700"
"389","2",Bronx,"038900","2038900",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038900"
"302.02","2",Bronx,"030202","2030202",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030202"
"462.05","2",Bronx,"046205","2046205",I,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046205"
"475","4",Queens,"047500","4047500",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047500"
"87","1",Manhattan,"008700","1008700",I,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008700"
"91","1",Manhattan,"009100","1009100",I,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009100"
"198","1",Manhattan,"019800","1019800",I,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019800"
"200","1",Manhattan,"020000","1020000",E,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061020000"
"20.01","2",Bronx,"002001","2002001",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002001"
"2","2",Bronx,"000200","2000200",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005000200"
"24","2",Bronx,"002400","2002400",I,Soundview Park,BX0991,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002400"
"67","2",Bronx,"006700","2006700",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006700"
"69","2",Bronx,"006900","2006900",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006900"
"702.02","3",Brooklyn,"070202","3070202",I,Barren Island-Floyd Bennett Field,BK5691,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),"36047070202"
"325","3",Brooklyn,"032500","3032500",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032500"
"330","4",Queens,"033000","4033000",I,Springfield Gardens (North)-Rochdale Village,QN1204,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081033000"
"334.05","4",Queens,"033405","4033405",I,Springfield Gardens (North)-Rochdale Village,QN1204,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081033405"
"365.02","3",Brooklyn,"036502","3036502",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036502"
"367","3",Brooklyn,"036700","3036700",I,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036700"
"620","4",Queens,"062000","4062000",I,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081062000"
"630","4",Queens,"063000","4063000",I,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081063000"
"110","4",Queens,"011000","4011000",E,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011000"
"116","4",Queens,"011600","4011600",E,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011600"
"118","4",Queens,"011800","4011800",I,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011800"
"119.02","3",Brooklyn,"011902","3011902",I,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011902"
"1","3",Brooklyn,"000100","3000100",I,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000100"
"5.02","3",Brooklyn,"000502","3000502",I,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000502"
"1032.01","4",Queens,"103201","4103201",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103201"
"1032.02","4",Queens,"103202","4103202",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103202"
"571","3",Brooklyn,"057100","3057100",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057100"
"573","3",Brooklyn,"057300","3057300",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057300"
"575","3",Brooklyn,"057500","3057500",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057500"
"44","1",Manhattan,"004400","1004400",I,Stuyvesant Town-Peter Cooper Village,MN0601,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061004400"
"24","1",Manhattan,"002400","1002400",E,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002400"
"8","5",Staten Island,"000800","5000800",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085000800"
"1085","4",Queens,"108500","4108500",E,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081108500"
"1139","4",Queens,"113900","4113900",E,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081113900"
"103","4",Queens,"010300","4010300",E,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010300"
"105","4",Queens,"010500","4010500",E,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010500"
"211","1",Manhattan,"021100","1021100",E,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021100"
"71","2",Bronx,"007100","2007100",I,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007100"
"75","2",Bronx,"007500","2007500",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007500"
"309.04","4",Queens,"030904","4030904",I,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081030904"
"414","2",Bronx,"041400","2041400",E,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005041400"
"418","2",Bronx,"041800","2041800",E,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005041800"
"297","2",Bronx,"029700","2029700",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029700"
"193","2",Bronx,"019300","2019300",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019300"
"595.01","4",Queens,"059501","4059501",I,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059501"
"601","4",Queens,"060100","4060100",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060100"
"593","4",Queens,"059300","4059300",E,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059300"
"364","2",Bronx,"036400","2036400",E,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005036400"
"368","2",Bronx,"036800","2036800",I,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005036800"
"444","4",Queens,"044400","4044400",I,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081044400"
"468","4",Queens,"046800","4046800",E,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081046800"
"62","1",Manhattan,"006200","1006200",I,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006200"
"565","3",Brooklyn,"056500","3056500",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056500"
"143","1",Manhattan,"014300","1014300",I,Central Park,MN6491,MN64,MN64 Central Park (JIA 64 Equivalent),"36061014300"
"216","1",Manhattan,"021600","1021600",E,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021600"
"356","2",Bronx,"035600","2035600",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005035600"
"360","2",Bronx,"036000","2036000",E,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005036000"
"224.03","2",Bronx,"022403","2022403",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022403"
"152","1",Manhattan,"015200","1015200",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015200"
"229","3",Brooklyn,"022900","3022900",I,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022900"
"100","3",Brooklyn,"010000","3010000",E,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010000"
"102","3",Brooklyn,"010200","3010200",E,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010200"
"169","2",Bronx,"016900","2016900",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016900"
"167","2",Bronx,"016700","2016700",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016700"
"171","2",Bronx,"017100","2017100",I,Claremont Park,BX0492,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017100"
"135","3",Brooklyn,"013500","3013500",I,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013500"
"155","3",Brooklyn,"015500","3015500",I,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015500"
"291.02","5",Staten Island,"029102","5029102",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029102"
"323","5",Staten Island,"032300","5032300",I,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085032300"
"922","3",Brooklyn,"092200","3092200",E,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092200"
"997.03","4",Queens,"099703","4099703",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099703"
"332.01","2",Bronx,"033201","2033201",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033201"
